,sr_,degree_1,degree_1_specializations,campus,key_skills,key_skills_str
0,1001,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
1,1002,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
2,1003,B.E.,Mechanical,MITAOE,['CATIA'],CATIA
3,1004,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
4,1005,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
5,1006,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
6,1007,B.E.,Mechanical,MITAOE,['CATIA'],CATIA
7,1008,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
8,1009,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
9,1010,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
10,1011,B.E.,Mechanical,MITAOE,['CATIA'],CATIA
11,1012,B.E.,Mechanical,MITAOE,['AUTOCAD'],AUTOCAD
12,1013,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
13,1014,B.E.,Mechanical,MITAOE,['AUTOCAD'],AUTOCAD
14,1015,B.E.,Mechanical,MITAOE,['AUTOCAD'],AUTOCAD
15,1016,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
16,1017,B.E.,Mechanical,MITAOE,['AUTOCAD'],AUTOCAD
17,1018,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
18,1019,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
19,1020,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
20,1021,B.E.,Mechanical,MITAOE,['CATIA'],CATIA
21,1022,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
22,1023,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
23,1024,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
24,1025,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
25,1026,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
26,1027,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
27,1028,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
28,1029,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
29,1030,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
30,1031,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
31,1032,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
32,1033,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
33,1034,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
34,1035,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
35,1036,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
36,1037,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
37,1038,B.E.,Mechanical,MITAOE,"['ProE,CATIA']","ProE,CATIA"
38,1039,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
39,1040,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
40,1041,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
41,1042,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
42,1043,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
43,1044,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
44,1045,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
45,1046,B.E.,Mechanical,MITAOE,['CATIA'],CATIA
46,1047,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
47,1048,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
48,1049,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
49,1050,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
50,1051,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
51,1052,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
52,1053,B.E.,Mechanical,MITAOE,['CATIA'],CATIA
53,1054,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
54,1055,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
55,1056,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
56,1057,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
57,1058,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
58,1059,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
59,1060,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
60,1061,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
61,1062,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
62,1063,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
63,1064,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
64,1065,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
65,1066,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
66,1067,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
67,1068,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
68,1069,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
69,1070,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
70,1071,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
71,1072,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
72,1073,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
73,1074,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
74,1075,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
75,1076,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
76,1077,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
77,1078,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
78,1079,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
79,1080,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
80,1081,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
81,1082,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
82,1083,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
83,1084,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,JAVA']","C,JAVA"
84,1085,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,JAVA']","C,JAVA"
85,1086,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
86,1087,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
87,1088,B.E.,Mechanical,MITAOE,"['ProE,CATIA']","ProE,CATIA"
88,1089,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
89,1090,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
90,1091,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
91,1092,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
92,1093,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
93,1094,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
94,1095,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
95,1096,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
96,1097,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
97,1098,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
98,1099,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
99,1100,B.E.,Electronics  Telecommunication Engineering,MITCOE,"['C,JAVA']","C,JAVA"
100,1101,B.E.,Electronics  Telecommunication Engineering,MITCOE,"['C,JAVA']","C,JAVA"
101,1102,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['C,JAVA']","C,JAVA"
102,1103,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['C,JAVA']","C,JAVA"
103,1104,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['C,JAVA']","C,JAVA"
104,1105,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['C,JAVA']","C,JAVA"
105,1106,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
106,1107,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
107,1108,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
108,1109,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
109,1110,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
110,1111,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
111,1112,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
112,1113,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
113,1114,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
114,1115,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
115,1116,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,JAVA']","C,JAVA"
116,1117,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['C,PCB design']","C,PCB design"
117,1118,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
118,1119,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
119,1120,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
120,1121,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
121,1122,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
122,1123,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
123,1124,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
124,1125,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
125,1126,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
126,1127,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
127,1128,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
128,1129,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
129,1130,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
130,1131,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
131,1132,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
132,1133,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
133,1134,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
134,1135,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
135,1136,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,PCB design']","C,PCB design"
136,1137,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,PCB design']","C,PCB design"
137,1138,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['C,PCB design']","C,PCB design"
138,1139,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['C,PCB design']","C,PCB design"
139,1140,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
140,1141,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
141,1142,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
142,1143,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
143,1144,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
144,1145,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
145,1146,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
146,1147,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C "
147,1148,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
148,1149,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
149,1150,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
150,1151,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
151,1152,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
152,1153,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
153,1154,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
154,1155,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
155,1156,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
156,1157,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
157,1158,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
158,1159,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C "
159,1160,B.E.,Computer Science & Engineering,MITAOE,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql"
160,1161,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
161,1162,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
162,1163,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
163,1164,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
164,1165,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,JAVA']","C,JAVA"
165,1166,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
166,1167,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['C,JAVA']","C,JAVA"
167,1168,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['C,JAVA']","C,JAVA"
168,1169,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['C,JAVA']","C,JAVA"
169,1170,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['C,JAVA']","C,JAVA"
170,1171,B.E.,Computer Science & Engineering,MITAOE,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql"
171,1172,B.E.,Electronics  Telecommunication Engineering,MITCOE,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil"
172,1173,B.E.,Electronics  Telecommunication Engineering,MITCOE,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil"
173,1174,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil"
174,1175,B.E.,Computer Science & Engineering,MITCOE,"['Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS']","Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
175,1176,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,PCB design']","C,PCB design"
176,1177,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,PCB design']","C,PCB design"
177,1178,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['C,PCB design']","C,PCB design"
178,1179,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['C,PCB design']","C,PCB design"
179,1180,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
180,1181,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
181,1182,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C "
182,1183,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
183,1184,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
184,1185,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
185,1186,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
186,1187,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
187,1188,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
188,1189,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
189,1190,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
190,1191,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,PCB design']","C,PCB design"
191,1192,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['C,PCB design']","C,PCB design"
192,1193,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
193,1194,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
194,1195,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
195,1196,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
196,1197,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
197,1198,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C "
198,1199,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
199,1200,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
200,1201,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil"
201,1202,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil"
202,1203,B.E.,Computer Science & Engineering,MITCOE,"['Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS']","Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
203,1204,B.E.,Computer Science & Engineering,MITCOE,"['Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS']","Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
204,1205,B.E.,Computer Science & Engineering,MITCOE,"['Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS']","Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
205,1206,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
206,1207,B.E.,Computer Science & Engineering,MITAOE,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql"
207,1208,B.E.,Computer Science & Engineering,MITAOE,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql"
208,1209,B.E.,Computer Science & Engineering,MITCOE,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql"
209,1210,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil"
210,1211,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
211,1212,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
212,1213,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil"
213,1214,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil"
214,1215,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil"
215,1216,B.E.,Computer Science & Engineering,MITCOE,"['Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS']","Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
216,1217,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
217,1218,B.E.,Electronics  Telecommunication Engineering,MITCOE,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
218,1219,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
219,1220,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
220,1221,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
221,1222,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
